Nome;Generazione;Rilasci;Anno di rilascio;Dismissione;Unita vendute;GPU;Produttore;CPU;Dispositivi di controllo;RAM totale;Supporto di memoria;Gioco più diffuso;Logo;URL;Foto;Descrizione;Proprietario;QRTYPE;Fonte
Neo Geo AES;Quarta;[{'Data': '1990', 'Flag': None}];1990;2004;1 milione;;SNK;Motorola 68000 @ 12 MHz;Joypad;;Cartucce;;https://static.wikia.nocookie.net/logopedia/images/b/b6/Neo_Geo_AES_logo.png;https://it.wikipedia.org/api/rest_v1/page/html/Neo Geo;https://upload.wikimedia.org/wikipedia/commons/9/9b;"Neo Geo (ネオ ジオ), indicato anche con le grafie Neo-Geo, NeoGeo o NEO•GEO (come appare sul logo), è una tecnologia per videogiochi commercializzata tra il 1990 e il 2004, utilizzata nella scheda per videogiochi arcade Neo Geo Multi Video System (MVS) e nella console per uso domestico Neo Geo Advanced Entertainment System (AES).

Il nome ha un significato ben preciso, ovvero “nuovo mondo” riferito al fatto di poter contare su cabinati più economici e configurabili più facilmente per quel che riguarda il sistema MVS, mentre l'AES rappresentava il primo sistema casalingo in grado di riprodurre i videogiochi delle sale giochi con assoluta fedeltà, tuttavia a causa dell'elevato costo ebbe scarsa diffusione.

Il Neo Geo AES fu supportato attivamente dalla SNK con nuove uscite di giochi dal 1991 al 2004; da questo punto di vista è la console domestica più longeva della storia.";Leandro Macrini
Nintendo 3DS;Ottava;[{'Data': '26 febbraio 2011', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '27 marzo 2011', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg'}, {'Data': '25 marzo 2011', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '31 marzo 2011', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/5/51/Flag_of_Australasian_team_for_Olympic_games.svg'}, {'Data': '12 aprile 2011', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/7/72/Flag_of_the_Republic_of_China.svg'}, {'Data': '13 aprile 2011', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_the_People%27s_Republic_of_China.svg'}, {'Data': '14 aprile 2011', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Flag_of_Hong_Kong.svg'}, {'Data': '15 aprile 2011', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_South_Korea.svg'}, {'Data': '', 'Flag': None}];2011;2020;75,94 milioni;DMP PICA200 @ 268 MHz;Nintendo;"	
2x ARM11 MPCore @ 268 MHz
ARM9";;;"Cartucce 3DS
Cartucce DS
Schede SD
Digital download";Mario Kart 7 (18.92 milioni);https://upload.wikimedia.org/wikipedia/commons/1/19/Nintendo_3ds_logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Nintendo 3DS;https://upload.wikimedia.org/wikipedia/commons/0/0a/Nintendo-3DS-AquaOpen.png;"Il Nintendo 3DS è una console portatile prodotta da Nintendo dal 2010 ed annunciata dall'azienda stessa come la prima ad appartenere all'ottava generazione di console.

Nata sulla scia del grande successo del suo predecessore, ne amplia e potenzia tutte le caratteristiche.
La sua particolarità è lo schermo superiore che permette di visualizzare giochi, immagini e video in 3D, senza l'uso di occhiali speciali.

Come la console precedente, consente di utilizzare per il multigiocatore la modalità download con una sola copia dei giochi che la supportano.

Attivando invece la modalità “StreetPass” e se ci si trova nelle vicinanze di un altro Nintendo 3DS con la connessione attiva, le due console si scambieranno dei dati. Si può anche scegliere di giocare insieme alle persone incontrate mentre ci si trova nelle loro vicinanze, se entrambi posseggono un gioco compatibile.";Leandro Macrini
Nintendo 64;Quinta;[{'Data': '23 giugno 1996', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '29 settembre 1996', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/2/26/Flags_of_Canada_and_the_United_States.svg'}, {'Data': '1 marzo 1997', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}, {'Data': '1 marzo 1997', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/5/51/Flag_of_Australasian_team_for_Olympic_games.svg'}, {'Data': '', 'Flag': None}];1996;2002;32,93 milioni;Silicon Graphics RPC;Nintendo;NEC VR4300 64 bit @ 93,75 MHz;Gamepad;4 MB (espandibili a 8);"Cartucce
Cartucce 64DD";Super Mario 64 (circa 11 milioni);https://upload.wikimedia.org/wikipedia/it/0/04/Nintendo_64_Logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Nintendo 64;https://upload.wikimedia.org/wikipedia/commons/0/02/N64-Console-Set.png;"Il Nintendo 64 è una console prodotta da Nintendo dal 1996 e che prende il nome dai 64 bit della sua CPU.

Si tratta di un sistema fortemente orientato alla grafica tridimensionale, grazie ad un notevole coprocessore grafico.

Per contrastare il fenomeno della pirateria, Nintendo decise ti utilizzare ancora le cartucce per memorizzare i giochi, nonostante la concorrenza fosse passata in blocco ad i più economici e capienti CD-ROM. Questo portò ad un abbandono di alcuni sviluppatori di terze parti. Nonostante questo sulla console sono nati giochi del calibro di Super Mario 64 o The Legend of Zelda: Ocarina of Time, riconosciuti globalmente come grandi capolavori.

Vendette quasi 33 milioni di unità. Un buon successo che non eguagliò però quello dello SNES, ne quello della rivale PlayStation, che invece conquistò totalmente il mercato di massa, attirando anche un pubblico più adulto.";Leandro Macrini
Nintendo 64DD;Quinta;[{'Data': 'dicembre 1999', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '', 'Flag': None}];1999;2001;;;Nintendo;;Joypad;;"
";F-Zero X Expansion Kit;https://upload.wikimedia.org/wikipedia/it/1/15/Logo_64DD.jpg;https://it.wikipedia.org/api/rest_v1/page/html/Nintendo 64DD;https://upload.wikimedia.org/wikipedia/commons/0/07/64DD-Attached.png;"Il Nintendo 64DD (o 64DD) è una periferica prodotta da Nintendo per Nintendo 64. Il nome, che indica “64 Dynamic Drive”, si riferisce alla capacità dell'accessorio di permettere di utilizzare speciali cartucce da 64 MB sulla console Nintendo, installandolo alla base della stessa.

Il 64DD fu distribuito esclusivamente in Giappone, in una confezione che includeva, tra le altre cose, un mouse, un modem e sei giochi.

Nel 2016 è stata resa pubblica l'esistenza di un prototipo del 64DD ideato per il mercato statunitense.";
Nintendo DS;Settima;[{'Data': '21 novembre 2004', 'Flag': None}, {'Data': '2 dicembre 2004', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '24 febbraio 2005', 'Flag': None}, {'Data': '11 marzo 2005', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Europe.svg'}];2004;2011;154,88 milioni ;;Nintendo;"ARM9E @ 67 MHz
ARM7TDMI @ 33 MHz";"Croce direzionale
Schermo Tattile";"4 MB RAM
656 kB VRAM";"Cartucce DS
Cartucce GBA";New Super Mario Bros. (30,80 milioni);https://upload.wikimedia.org/wikipedia/commons/a/af/Nintendo_DS_Logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Nintendo DS;https://upload.wikimedia.org/wikipedia/commons/a/a3/Nintendo-DS-Fat-Blue.png;"Il Nintendo DS (“Dual Screen”), abbreviato spesso come NDS o DS, è una console portatile prodotta in 9 colori da Nintendo dal 2004.

La console presenta un design a conchiglia che riprende quello delle prime console portatili della Nintendo, i Game & Watch. Possiede due schermi LCD al suo interno, uno dei quali dotato di touch screen per permettere nuovi tipi di interazione con i giochi. Ha anche un microfono incorporato e supporta la connettività wireless, grazie al servizio di gaming online Nintendo Wi-Fi Connection.

La console è capace di riprodurre video in un formato proprietario e di sviluppare grafica 3D tramite la sua CPU principale ARM9 a 32 bit. Garantisce inoltre la retrocompatibilità con i titoli del Game Boy Advance.

Con quasi 155 milioni di copie prodotte (tutte le varianti uscite), è attualmente la seconda console più venduta della storia dopo la PlayStation 2. ";Leandro Macrini
Nintendo Entertainment System;Terza;;1985;1995;61,91 milioni;RP2C02/RP2C07;Nintendo;Ricoh 2A03/2A07;Joypad, Lightgun;4,35 kB;"Cartucce";"Super Mario Bros. (40,23 milioni, gioco incluso); Super Mario Bros. 3 (18 milioni)";https://upload.wikimedia.org/wikipedia/commons/0/0d/NES_logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Nintendo Entertainment System;https://upload.wikimedia.org/wikipedia/commons/8/82/NES-Console-Set.jpg;"Il Nintendo Entertainment System (NES) è la versione per il mercato occidentale della console Giapponese a 8-bit FamiCom, prodotta da Nintendo tra il 1983 e il 1995.

È da molti considerato il sistema che ha risollevato l'industria dei videogiochi USA dopo la crisi del 1983, soprattutto grazie al clamoroso successo di titoli come Super Mario Bros, The Legend of Zelda e Metroid, di livello qualitativo superiore a quello dell'epoca, anche grazie ai rigorosi controlli che Nintendo effettuava sui giochi; la console ha inoltre introdotto un modello lavorativo oggi adottato da tutti, ovvero quello di concedere a terze parti le licenze per lo sviluppo dei software.

Considerata una delle più importanti console videoludiche della storia, nel 1995, anno in cui fu tolta definitivamente dal commercio, raggiunse quasi le 62 milioni di unità vendute, diventando la macchina da gioco più venduta della sua epoca. Nel 2009 il sito IGN l'ha definita la migliore console videoludica di tutti i tempi.";Leandro Macrini
Nintendo FamiCom;Terza;;1983;1995;61,91 milioni;RP2C02/RP2C07;Nintendo;Ricoh 2A03/2A07;Joypad, Lightgun;4,35 kB;"Cartucce";"Super Mario Bros. (40,23 milioni, gioco incluso); Super Mario Bros. 3 (18 milioni)";https://upload.wikimedia.org/wikipedia/commons/7/7d/Family_Computer_logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Nintendo Entertainment System;https://upload.wikimedia.org/wikipedia/commons/8/82/NES-Console-Set.jpg;"Il Nintendo Family Computer (ファミリー コンピュータ), nome spesso abbreviato in FamiCom, è la versione originale Giapponese del NES, prodotta da Nintendo dal 1983.
Originariamente il nome era “GameCom”, ma fu cambiato su consiglio della moglie di Uemura Masayuki, capo del progetto.

La console riscosse subito un grande successo, in soli 2 mesi ne furono vendute 500.000 unità, superando sia l'Atari 2800 (versione giapponese dell'Atari 2600) sia il SEGA SG-1000 che era stata presentata lo stesso giorno.
Alcuni problemi hardware costrinsero Nintendo ad effettuare una costosa campagna di richiamo delle console per riparare il problema.
L'allora presidente Yamauchi Hiroshi, disse che questo avrebbe in futuro ripagato in termini di  credibilità e affidabilità della società.

Sistemati i difetti di progettazione, la popolarità del FamiCom salì fino a diventare la console più venduta in Giappone alla fine del 1984.";Leandro Macrini
Nintendo Game & Watch;Seconda;;1980;1991;43,6 milioni;;Nintendo;Sharp 4 bit SM5xx family;Croce direzionale;;"Gioco integrato";"	Donkey Kong (8 milioni)";https://upload.wikimedia.org/wikipedia/commons/4/41/Game_and_watch_logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Game_%26_Watch;https://upload.wikimedia.org/wikipedia/commons/9/95/Game%26watch-donkey-kong-2.jpg;"I Game & Watch (ゲーム & ウオッチ) sono una serie di giochi elettronici portatili, ideati da Gunpei Yokoi (noto per l'invenzione della croce direzionale e del Game Boy) e prodotti da Nintendo tra il 1980 e il 1991. Se considerati come console dedicate, appartengono alla seconda generazione.

Dalla forma simile quella di una calcolatrice (il suo ideatore trovò l'ispirazione vedendo degli impiegati sulla metro giocare con le loro calcolatrici), integrano sia lo schermo LCD che i tasti d'azione. Il nome deriva dal fatto che possono funzionare anche da orologio e sveglia.
Alcuni modelli sono dotati di due schermi che si aprono a portafogli, sui quali si sviluppa l'azione. Questo design verrà poi ripreso dai più recenti Nintendo 3DS e Nintendo DS.

Intorno al 1983 la Nintendo era probabilmente il maggior produttore mondiale di questo tipo di giochi, producendone più di un milione al mese, molti dei quali destinati all'esportazione nel resto del mondo.";Leandro Macrini
Nintendo Switch;Ottava;[{'Data': '3 marzo 2017', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Blank_map_of_the_world_%28Robinson_projection%29_%2810E%29.svg'}, {'Data': '10 dicembre 2019', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_the_People%27s_Republic_of_China.svg'}, {'Data': '', 'Flag': None}];2017;;oltre 140 milioni;;Nintendo;NVIDIA Tegra X1 @ 2 GHz;"Joy-Con
Nintendo Switch Pro Controller
Poké Ball Plus";4 GB;"Scheda di gioco
microSD";Mario Kart 8 Deluxe (oltre 60 milioni);https://upload.wikimedia.org/wikipedia/commons/f/f0/Nintendo_Switch_logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Nintendo Switch;https://upload.wikimedia.org/wikipedia/commons/7/76/Nintendo-Switch-Console-Docked-wJoyConRB.jpg;"La Nintendo Switch (ニンテンドー スイッチ), inizialmente conosciuta con il nome in codice di NX, è una console prodotta da Nintendo a partire dal 3 marzo 2017.

Rappresenta il primo tentativo da parte di Nintendo di creare una console ibrida tra una casalinga e una portatile. Utilizza un supporto basato su cartuccia elettronica, formato in precedenza abbandonato da Nintendo dopo il Nintendo 64 ma adottato invece in tutte le console portatili. È la seconda console più di successo di Nintendo, superata solo dal Nintendo DS in termini di unità vendute, nonché la terza in assoluto, dietro alla PlayStation 2 e allo stesso DS.

Uscì insieme alle console di ottava generazione, PlayStation 4 e Xbox One, ma visto il suo successo Nintendo ha deciso di continuare il suo supporto, attraversando così anche tutta la nona generazione ed andando a dividere il mercato anche con PlayStation 5 e Xbox Series X/S, commercializzate alla fine del 2020.";Leandro Macrini
Nvidia Shield;Ottava;[{'Data': '31 luglio 2013', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/2/26/Flags_of_Canada_and_the_United_States.svg'}, {'Data': '', 'Flag': None}];2013;;;;Nvidia;ARM Cortex-A15;Controller wireless;;"Memoria flash
GB";;https://upload.wikimedia.org/wikipedia/it/2/2e/Shield-logo.png;https://it.wikipedia.org/api/rest_v1/page/html/Nvidia Shield Portable;https://upload.wikimedia.org/wikipedia/commons/9/9c/NvidiaShieldPortable.jpg;Nvidia Shield è un dispositivo di intrattenimento multimediale sviluppato dalla società californiana Nvidia Corporation. La console è caratterizzata dal Chip grafico con nome in codice Tegra 4. Gli utenti saranno in grado di scaricare i titoli direttamente da Google Play Store (ex Android Market) e da TegraZone per quelli appositamente ottimizzati. I progettisti garantiscono prestazioni simili a quelle di un PC con GPU GeForce GTX 650 o superiore. Il prezzo di lancio è stato inizialmente fissato a $349.00 successivamente ridotto a $299.00. La commercializzazione sarebbe dovuta iniziare il 27 giugno 2013, ma a causa di un problema tecnico con un componente meccanico è stata spostata al 31 luglio.;
Ouya;Ottava;[{'Data': '25 giugno 2013', 'Flag': None}];2013;27 luglio 2015;;;OUYA, Inc.;Nvidia Tegra 3;Controller wireless;;"Memoria flash
GB";;https://upload.wikimedia.org/wikipedia/commons/0/0b/Ouya_Logo_%28Color%29.svg;https://it.wikipedia.org/api/rest_v1/page/html/Ouya;https://upload.wikimedia.org/wikipedia/commons/e/e8/Ouya_video_game_microconsole_%289172860385%29_with_transparency.png;"Ouya (registrata come OUYA e pronunciata /ˈuːjɑː/ - “ùia”) è una console progettata con tecnologie open source utilizzando il sistema operativo per dispositivi mobili Android.

È un progetto fondato da Julie Uhrman, amministratore delegato di Ouya Inc. (precedentemente nota come Boxer8), che ebbe l'idea di finanziare lo sviluppo tramite Kickstarter, raggiungendo un totale di 8 milioni di dollari di finanziamenti. La Uhrman ha collaborato insieme al designer Yves Béhar per portare sul mercato questa console. Il lancio della console è avvenuto il 25 giugno 2013. Sul mercato italiano la console è in vendita dal 13 novembre 2013.. Nonostante la fortunata campagna su Kickstarter, le vendite dell'Ouya sono state scarse, causando problemi finanziari per Ouya Inc. e costringendo la società ad abbandonare il business. Le sue risorse software sono state vendute a Razer, che ha annunciato l'interruzione della console di Ouya a luglio 2015. L'Ouya è stata considerata infine come un fallimento commerciale.";;8
PC Engine;Quarta;[{'Data': 'PC Engine: 30 ottobre 1987', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '', 'Flag': None}, {'Data': 'TurboGrafx-16: 29 agosto 1989', 'Flag': None}];1987;1994;15 milioni (circa);HuC6270 VDC, HuC6260 VCE;NEC Home Electronics;Hudson HuC6280 @ 7,16 MHz;Joypad;;"HuCard
CD-ROM";Bonk's Adventure;https://upload.wikimedia.org/wikipedia/it/f/fc/PCEngine_Logo.png;https://it.wikipedia.org/api/rest_v1/page/html/PC Engine;https://upload.wikimedia.org/wikipedia/commons/b/b6/PC-Engine-Console-Set.jpg;"Il PC Engine (PC エンジン), nota come TurboGrafx-16 negli USA, è una console prodotta da NEC in collaborazione con Hudson Soft dal 1987 in Giappone e dal 1989 in America.

In Europa la console ebbe una distribuzione ufficiale come PC Engine in Francia e una piuttosto limitata, con il nome Turbografx, in Regno Unito, Spagna e Portogallo; ci fu comunque una certa diffusione attraverso il mercato di importazione. Non riuscì ad affermarsi negli USA ma ebbe invece un grande successo in Giappone.

La console è basata su una CPU a 8 bit molto evoluta ed una potente GPU a 16 bit. Le sue capacità erano quindi molto più vicine a quelle delle emergenti console a 16 bit.
Queste caratteristiche, oltre a garantire giochi di elevata qualità, le permisero anche di restare al passo con gli avanzamaneti tecnologici degli anni successi, come la possibilità di eseguire giochi su CD-ROM.";Leandro Macrini
PC Engine GT;Quarta;;;;1,5 milioni;;NEC Corporation;due HuC6820;;8 kB + 64 kB VRAM;HuCard;;https://upload.wikimedia.org/wikipedia/commons/b/b7/TurboExpress_Logo.png;https://it.wikipedia.org/api/rest_v1/page/html/PC Engine GT;https://upload.wikimedia.org/wikipedia/commons/0/06/NEC-TurboExpress-Upright-FL.png;"Il PC Engine GT (versione giapponese) o TurboExpress (versione statunitense) è una console portatile prodotta dalla NEC nel tardo 1990. Derivata dalla console PC Engine, ne possiede la stessa tecnologia interna e ne esegue gli stessi giochi, su un piccolo schermo LCD a colori. Ai suoi tempi era tecnologicamente molto avanzata, sebbene consumasse rapidamente le batterie.

Rispetto alla concorrenza, la console era ottima dal punto di vista della portatilità, per le piccole dimensioni sia dell'apparecchio sia delle cartucce HuCard, ma era anche molto costosa, ad esempio negli USA costava inizialmente 349$.

Nonostante il design accattivante, la grande potenza e l'enorme libreria di giochi (ereditata dal PC Engine), la console non fu un grosso successo commerciale. In compenso ha un posto di rilievo nella storia del videogioco portatile, in quanto a differenza della concorrenza puntò sulla massima qualità anziché sull'economicità. Solo molti anni dopo si fece qualcosa di simile con la PlayStation Portable, che cercava di offrire un'esperienza di poco inferiore alla PlayStation 2.";
PC-FX;Quinta;[{'Data': '23 dicembre 1994', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}, {'Data': '', 'Flag': None}];1994;1998;290.000;;"NEC Corporation
Hudson Soft";NEC V810 RISC 32-Bit @ 21,5 MHz;Joypad;;CD-ROM;Doukyusei 2;https://upload.wikimedia.org/wikipedia/en/6/6a/NEC_PC-FX_logo.png;https://it.wikipedia.org/api/rest_v1/page/html/PC-FX;https://upload.wikimedia.org/wikipedia/commons/b/bf/PC-FX-Console-Set.png;"Il PC-FX è una console per videogiochi a 32 bit sviluppata da NEC e Hudson Soft, appartenente alla quinta generazione.

È stato rilasciato nel 1994 ed interrotto nel febbraio 1998. È stata l'ultima console per videogiochi prodotta da NEC.
Basato sulla CPU NEC V810 e sul CD-ROM, doveva essere il successore del PC Engine (noto in occidente come TurboGrafx-16). A differenza del suo predecessore, il PC-FX è stato rilasciato solo in Giappone.

Il suo formato è simile a quello di un PC tower e pensato per essere aggiornabile alla stessa maniera attraverso schede di espansione.

Come molte altre console della stessa generazione, anche il PC-FX non riuscì ad essere competitivo con le sue console concorrenti a causa della mancanza di un chip grafico dedicato ai poligoni 3D; ma anche a causa del prezzo elevato e del supporto limitato da parte degli sviluppatori di terze parti.";Leandro Macrini;8
Philips Videopac;Seconda;[{'Data': '1978', 'Flag': None}];1978;1984;2 milioni;Intel 8244;"Magnavox, Philips";Intel 8048;Joystick;64 byte (16 kB sul G7400+);Cartucce;K.C.'s Krazy Chase!;logos/videopacB.svg;https://it.wikipedia.org/api/rest_v1/page/html/Philips Videopac;;"Il Videopac è una console per videogiochi commercializzata dalla Philips a partire dal 1978 ed era la versione europea della console americana Magnavox Odyssey².

Nata per contrastare Channel F e Atari 2600, fu commercializzata in Europa anche col nome Radiola JET 25, Schneider G7000, Siera G7000 e Philips C52 ed in Brasile come Philips Odissey.
Fallì nel tentativo di imporsi come standard, ma riscosse delle buone quote di mercato in Europa. Negli Stati Uniti, nonostante un buon inizio, non riuscì a surclassare il potere commerciale di Atari e Mattel, che vinsero anche grazie al massiccio e costante supporto riservato loro dagli sviluppatori di terze parti.

I primi giochi sportivi rilasciati, avevano grafica primitiva e scarsa giocabilità. Migliorarono coi titoli successivi, incredibilmente quasi tutti realizzati da Ed Averret. Primo fra tutti KC Munchkin, clone di Pac-Man che però costò a Philips una causa da parte di Atari con conseguente ritiro del titolo dal mercato.";Leandro Macrini
Ping-o-Tronic;Prima;;1974;1983;1 milione (stima per tutta la serie);;"Zanussi
Sèleco";Assente (componenti discreti);"Paddle
Lightgun";Assente;;;logos/ping-o-tronic.svg;https://it.wikipedia.org/api/rest_v1/page/html/Ping-O-Tronic;;"Il Ping-O-Tronic è una console prodotta dalla Zanussi nel 1974 con marchio Sèleco. Fu in assoluto la prima console di produzione italiana.

La logica di controllo è basata su tre chip 7400.
I giochi utilizzabili, tutti simili fra loro, sono soltanto tre: Pong, lo squash ed il rimbalzo della palla contro il muro.

Della console esistono numerose versioni, contrassegnate dalle sigle PP-1 fino a PP-10. Nella maggior parte delle versioni, non si hanno significative differenze per l'utente finale; sono modifiche o miglioramenti tecnici a livello implementativo. A partire dalla PP-5 invece si ha un nuovo slot a cui si può collegare un fucile ottico che permette di giocare ad un nuovo gioco di mira. Tale accessorio si chiamava Gun-o-Tronic. È una delle poche console realizzate a componenti discreti che permettesse di giocare ad un gioco di mira; le sole altre console conosciute erano Magnavox Odyssey e Philips Tele-Spiel ES-2201.";Leandro Macrini
PONG;Prima;;1975;1978;1,5 milioni;;"Atari
Sears (Tele-Games)";Custom LSI chip;"Paddle";;;;https://upload.wikimedia.org/wikipedia/commons/1/1e/Atari_Pong_Console_logo.jpg;https://it.wikipedia.org/api/rest_v1/page/html/Pong;https://upload.wikimedia.org/wikipedia/commons/2/26/TeleGames-Atari-Pong.jpg;"PONG è uno dei primissimi videogiochi commercializzati, prodotto da Atari nel 1972 come simulatore da sala giochi del ping-pong, da cui il prende il nome. La console domestica è stata realizzata nel 1975.

Già nel 1966 Ralph Baer della Sanders Associates aveva lavorato alla stessa idea, ma non riuscì però a commercializzarla prima del 1972 e solo grazie alla Magnavox, con cui diede vita alla console Odyssey. Il neo laureato Nolan Bushnell, futuro fondatore della Atari, ispirandosi all'Odyssey fece sviluppare ad Allan Alcorn il gioco PONG: uno dei primi videogiochi a moneta (secondo solo a Computer Space del 1971). La cosa non passò inosservata agli occhi della Magnavox, che fece causa a Bushnell ed ottenne un grosso risarcimento.

Quando nel 1976 la General Instrument realizzò il chip AY-3-8500, dedicato alla riproduzione del gioco e di alcune sue varianti, arrivarono migliaia di cloni di PONG che finirono per saturare del tutto questo settore di mercato.";Leandro Macrini
Polistil Video Games;Prima;;1978;;;;Polistil;Nessuno (componenti discreti);"Paddle";;;;logos/polistil.svg;https://www.historybit.it/video-games-polistil/;https://www.historybit.it/wp-content/uploads/2021/11/14693b7a-9b6f-4f97-952f-c35ade2a777a.jpg;"La Polistil Video Games Vg2 è una console prodotta da Polistil a partire dal 1978.

Si tratta di un clone del pong che contiene quattro varianti del gioco, veniva venduta inizialmente al prezzo di 37.000 lire.

Realizzata completamente in plastica è dotata di due controller e di una pulsantiera a 7 tasti: accensione, angolazione, velocità pallina, pausa gioco, riduzione racchetta, reset e selettore dei 4 giochi incorporati di cui 3 per due giocatori (tennis, football e squash) e uno per giocatore singolo (pelota).

La circuteria era molto semplice. Era essenzialmente composta da un integrato della Texas Instruments TMS 1965NL, un derivato dal più diffuso AY-3-8500 appositamente concepito per la realizzazione di semplici videogiochi, ma dalla stessa piedinatura.";Leandro Macrini
Serie PC-50x;Prima;;1977;1982;;;"Creatronic
Bandai
Hanimex
ITMC
Rollet
GrandStand
Soundic e molte altre";Nessuno (contenuto nelle cartucce);"Joystick analogici";;Cartucce;;https://deskthority.net/wiki/images/2/22/General_Instrument_boxed_logo.svg;https://it.wikipedia.org/api/rest_v1/page/html/Serie_PC-50x;https://upload.wikimedia.org/wikipedia/commons/f/fc/Prinztronic-tournament-colour-programmable-2000.jpg;"La serie PC-50x (conosciuta anche come SD-050, SD-070, SD-090, 9015) è una famiglia di console appartenente alla prima generazione diffusa prevalentemente in Europa tra il 1977 e i primi anni ottanta, tutte prodotte in Asia. L'appellativo PC-50x della serie deriva dal nome delle cartucce (PC-501, Pc-502...).

Le console non hanno una CPU interna; l'implementazione dei giochi è ottenuta dai singoli chip presenti nelle cartucce, tutte basate sulla famiglia di chip AY-3-8xxx realizzata dalla General Instrument per la creazione di giochi simili a PONG.

Caratteristiche comuni a tutte le console della famiglia sono i 10 tasti per la scelta del gioco, un tasto di Start/Reset, 4/5 interruttori per i settaggi dei giochi e due joystick analogici con un bottone.

Per molti modelli, nel nome è presente la sigla SD, ovvero Soundic (Hong Kong), il reale costruttore della console.";Bologna Nerd (donazione)
Playdia;Quinta;[{'Data': '23 settembre 1994', 'Flag': 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg'}];1994;1996;;Asahi Kasei AK8000;Bandai;"NEC uPD78214GC 8/16-bit @ 12 MHz
 
Toshiba TMP87C800F 8-bit @ 8 MHz";Joypad a infrarossi;;CD-ROM;;https://static.wikia.nocookie.net/playdia/images/2/2d/Playdia_Quick_Interactive_System_logo.png/revision/latest/scale-to-width-down/1000?cb=20180808094651;https://it.wikipedia.org/api/rest_v1/page/html/Playdia;;"Playdia (プレイディア) è una console presentata nel 1994 da Bandai e venne distribuita unicamente in Giappone.

È stata sviluppata per un pubblico giovane e quindi il sistema di controllo era volutamente semplice. Questa è l'unica console tradizionale prodotta da Bandai (escludendo la linea WonderSwan di console portatili). Bandai ha prodotto in seguito insieme alle Apple l'“Atmark Interactive Multimedia Player”, conosciuto anche come Orange Pippin.

Molti giochi basati su anime sono stati prodotti per questa macchina. Tra i titoli più noti ci sono: Dragon Ball Z Shin Seiyajin Zetsumetsu Keikaku Chikyu Hen, Dragon Ball Z Shin Seiyajin Zetsumetsu Keikaku Uchyu Hen, Sailor Moon S Quiz Taiketsu!, e SD Gundam Daizukan.

Per la console furono prodotti in tutto 33 giochi, quasi escusivamente da Bandai stessa. Ebbe scarso successo e fu ritirata dal mercato dopo soli 2 anni.
";Leandro Macrini
